year,brand,km_driven,mileage,engine,max_power,torque,seats,fuel_type,transmission,owner_count,price
2012,Hyundai,167258,21.63,1248,127.0,112.0,4,Diesel,Automatic,2,154190
2001,Renault,183381,16.67,1139,98.6,279.3,6,Electric,Automatic,3,89965
2020,Kia,126221,14.43,1420,193.4,67.2,6,Petrol,Manual,3,193797
2011,Ford,112879,21.03,2887,180.4,132.2,5,CNG,Manual,1,237917
2016,Maruti,62401,19.68,2209,117.6,184.6,4,Diesel,Manual,1,185063
2017,Toyota,3378,23.7,865,139.5,211.6,7,Petrol,Manual,2,142244
2008,Ford,11663,20.75,1001,77.5,210.2,5,Petrol,Manual,3,136104
2018,Tata,105726,18.32,2732,117.4,96.5,7,Diesel,Automatic,3,100514
2001,Renault,175303,26.95,1546,164.8,121.2,7,CNG,Manual,1,221080
2016,Tata,123800,25.9,971,63.1,255.6,7,Electric,Manual,3,84351
2019,Volkswagen,196567,26.27,2881,91.4,385.4,4,Petrol,Automatic,3,135067
2023,Tata,66781,11.82,2260,188.7,268.8,5,Diesel,Manual,2,257614
1997,Volkswagen,44303,12.98,2752,59.3,192.2,7,Petrol,Manual,2,45031
2021,Tata,149064,14.01,1979,93.8,244.1,6,Electric,Automatic,3,114430
2000,Ford,176751,28.2,2773,64.7,308.7,4,Diesel,Manual,3,71013
2014,Mahindra,189708,17.24,1219,67.5,196.8,6,Diesel,Manual,3,121003
1996,Kia,139961,23.1,2043,110.4,205.3,6,Diesel,Automatic,1,134420
2011,Ford,102830,10.85,1734,118.0,123.1,6,Diesel,Manual,1,168445
2006,Maruti,112307,24.66,1518,141.6,70.1,6,CNG,Automatic,2,168098
2006,Kia,57771,25.26,1766,198.6,316.3,6,Diesel,Manual,1,239209
2011,Tata,29748,24.91,2033,193.6,304.7,4,Diesel,Automatic,1,285313
2021,Renault,166450,10.87,1575,159.4,334.9,6,Diesel,Automatic,2,146135
2004,Kia,103479,11.97,2282,186.8,153.1,5,Electric,Manual,3,254599
1997,Hyundai,155701,24.85,1926,193.4,344.7,6,Petrol,Manual,1,252866
2014,Hyundai,169847,22.54,2257,41.4,287.4,4,Diesel,Manual,2,101603
2012,Mahindra,17819,17.28,1002,147.3,171.8,6,Diesel,Manual,2,221389
2007,Mahindra,8893,21.09,1205,84.1,323.3,5,Electric,Manual,3,58022
2006,Volkswagen,152313,10.07,2495,65.5,149.4,4,Diesel,Automatic,1,101223
2021,Volkswagen,13199,18.62,2925,43.2,181.9,4,Electric,Automatic,3,65317
2021,Hyundai,69796,13.34,1332,140.3,312.3,6,Diesel,Automatic,2,145225
2021,Volkswagen,117504,29.32,2146,153.9,315.6,7,Diesel,Manual,3,209133
2011,Toyota,95242,16.34,2346,131.6,215.2,7,Electric,Manual,3,178731
1998,Kia,161326,25.94,1988,124.3,288.4,4,Petrol,Manual,1,180349
2017,Toyota,124091,12.54,2307,128.3,339.7,7,Diesel,Manual,3,171085
2004,Maruti,161026,13.6,1609,130.3,385.8,6,Electric,Automatic,3,137927
2005,Mahindra,36548,23.96,1413,71.0,364.9,5,CNG,Manual,1,104851
2000,Hyundai,177714,25.46,1296,169.7,311.9,5,Diesel,Manual,2,150209
2000,Tata,81787,27.97,1031,150.8,72.2,4,Electric,Manual,2,142323
2021,Maruti,162440,23.89,2843,68.2,113.6,6,CNG,Manual,2,65373
2003,Ford,47826,24.15,1145,117.3,323.5,6,Diesel,Automatic,3,115893
2009,Ford,91596,14.65,1060,109.7,189.2,7,Diesel,Manual,2,84418
1996,Toyota,49463,28.92,1525,84.1,307.5,6,Petrol,Automatic,1,102175
1998,Kia,111474,24.26,2282,140.6,65.1,4,Petrol,Automatic,1,177553
1999,Honda,171436,13.55,2492,180.1,334.6,7,CNG,Automatic,2,221378
2011,Mahindra,134605,22.98,2083,143.4,386.9,5,Petrol,Manual,1,178390
2002,Mahindra,124714,26.19,2252,87.8,303.6,6,Electric,Automatic,1,66935
2002,Renault,24226,19.27,1429,49.2,260.1,4,Diesel,Manual,2,67651
2016,Volkswagen,117735,16.75,967,53.2,354.7,6,Petrol,Manual,3,63130
2006,Volkswagen,181161,27.19,2901,97.2,271.5,5,Diesel,Manual,3,78705
2015,Toyota,72092,27.1,2701,136.2,182.9,6,Petrol,Manual,1,196413
2002,Maruti,118157,25.71,2326,190.1,198.1,7,Electric,Automatic,1,179879
2013,Mahindra,13293,14.1,1528,113.0,338.3,4,CNG,Automatic,2,163804
1997,Maruti,90300,21.2,2169,159.7,340.0,7,Diesel,Manual,3,235882
2012,Honda,168006,18.8,1729,41.3,110.6,7,CNG,Automatic,3,30000
2015,Tata,143241,23.95,2194,139.9,263.7,5,Petrol,Automatic,3,217499
2013,Maruti,58086,27.9,1653,81.7,93.3,7,CNG,Manual,3,103361
2013,Volkswagen,117511,14.94,2902,183.1,195.0,6,Electric,Automatic,3,228712
2009,Honda,70916,16.2,2078,114.8,391.6,4,CNG,Manual,2,90668
2000,Ford,15837,14.73,834,155.8,92.3,7,Petrol,Automatic,1,217381
2010,Hyundai,7592,25.13,1986,120.3,320.5,4,CNG,Automatic,3,183599
2002,Tata,91853,19.94,1442,110.7,198.1,4,CNG,Automatic,1,150237
2010,Ford,42744,19.53,2120,42.1,81.9,5,Diesel,Manual,1,37667
2012,Hyundai,196681,19.91,2760,141.6,82.9,6,CNG,Automatic,2,163617
2014,Mahindra,67096,16.16,1820,62.8,386.7,6,Electric,Automatic,2,31256
2010,Volkswagen,66167,14.58,1119,166.7,368.8,4,Diesel,Automatic,2,157245
2005,Volkswagen,175214,26.07,2258,144.4,361.1,4,Electric,Automatic,1,145623
2001,Maruti,64203,22.59,1460,160.3,212.4,5,Diesel,Manual,1,178059
2011,Honda,154299,24.41,2617,177.2,277.9,5,CNG,Automatic,1,171135
2011,Maruti,19819,15.98,1043,129.2,68.5,5,Petrol,Manual,2,188437
2006,Honda,108838,13.45,895,95.1,162.2,7,Petrol,Automatic,3,86119
2007,Toyota,67756,15.42,1079,99.7,398.7,4,Electric,Automatic,2,87649
2004,Mahindra,99427,27.86,2195,71.8,351.3,7,Electric,Manual,2,47612
2001,Toyota,48850,16.74,2587,52.9,131.9,6,Electric,Manual,3,80190
2008,Toyota,191283,11.28,1560,177.5,218.4,5,Petrol,Manual,2,234489
2017,Kia,54325,19.8,2272,113.5,351.1,5,Diesel,Automatic,2,181864
1995,Kia,187126,16.58,2493,75.2,150.4,6,Diesel,Manual,1,47071
2011,Kia,175980,19.59,892,154.2,235.0,6,Petrol,Automatic,1,152768
1998,Mahindra,164625,23.79,1702,137.6,146.4,6,Petrol,Manual,3,135250
2015,Mahindra,110841,29.1,2990,79.1,276.1,4,Electric,Automatic,2,54766
1999,Hyundai,158511,25.58,961,63.7,133.5,7,CNG,Automatic,2,114422
2014,Tata,56431,19.89,2778,161.3,78.4,4,Petrol,Manual,1,181745
2018,Hyundai,57643,25.47,1780,69.6,367.3,6,Diesel,Automatic,2,39797
2017,Volkswagen,42330,14.79,1659,154.8,279.0,4,Diesel,Automatic,1,236085
2019,Mahindra,21633,26.54,1733,45.5,110.1,5,Diesel,Automatic,2,94114
2001,Mahindra,114477,21.03,1876,93.2,190.8,4,Petrol,Manual,3,76939
2004,Toyota,43005,26.25,1690,99.0,336.8,6,Electric,Automatic,1,165432
2011,Mahindra,169924,21.46,1518,110.0,165.7,5,Electric,Manual,3,151616
2023,Ford,35372,16.63,2931,125.6,264.5,7,CNG,Manual,1,150901
2001,Volkswagen,47720,12.18,1602,64.3,337.3,5,CNG,Manual,1,82815
1995,Hyundai,1853,19.31,1566,121.9,213.3,4,Petrol,Manual,3,137250
2001,Maruti,91146,24.74,1424,150.0,390.7,6,CNG,Automatic,1,150435
2020,Toyota,88223,15.93,2853,163.8,269.7,5,Electric,Manual,3,223767
2018,Ford,75974,15.92,1244,96.2,133.2,5,Petrol,Manual,1,161175
2005,Maruti,123690,25.37,1153,116.9,392.4,4,CNG,Manual,3,148150
2003,Toyota,17002,13.73,1868,174.9,338.5,4,Petrol,Manual,2,220553
2006,Tata,139438,18.14,1645,186.1,299.8,5,CNG,Automatic,2,185348
1997,Tata,184865,22.37,2224,107.9,204.2,6,Petrol,Manual,2,139528
1998,Maruti,139227,17.4,2778,54.0,247.3,4,Electric,Automatic,3,96633
1998,Ford,125132,29.29,1368,99.6,61.6,4,Diesel,Automatic,3,151772
2022,Mahindra,89799,28.39,1844,197.9,108.6,7,Diesel,Automatic,2,282297
2019,Tata,119207,28.98,1565,163.4,209.7,7,CNG,Manual,1,228274
2007,Maruti,155063,29.65,2988,167.3,227.6,6,Electric,Manual,1,240404
2017,Ford,178411,29.47,2011,184.2,307.3,6,Petrol,Automatic,1,174619
2013,Toyota,113122,16.32,1060,40.5,278.6,6,Electric,Manual,2,60268
2004,Honda,22520,20.55,1133,84.6,354.5,5,Electric,Manual,2,65917
1999,Toyota,62794,25.68,887,132.7,136.4,6,CNG,Manual,3,170410
2001,Kia,77711,24.39,2569,69.0,314.0,4,Petrol,Automatic,3,101936
2018,Mahindra,161183,15.25,2818,76.9,185.6,6,CNG,Manual,3,88821
2010,Mahindra,186315,17.27,1112,191.1,222.2,7,Diesel,Manual,1,236657
1995,Renault,28608,28.76,2142,198.6,366.3,7,Electric,Automatic,2,204722
2006,Ford,157967,28.67,2545,173.5,211.3,5,Petrol,Manual,2,252675
1996,Honda,124543,24.52,2376,194.4,99.1,5,CNG,Automatic,1,253188
2001,Maruti,61515,10.13,1530,149.2,262.5,5,CNG,Manual,2,202481
2005,Hyundai,172297,20.32,2492,47.0,309.7,7,CNG,Automatic,3,30000
2023,Honda,92271,14.19,1172,107.4,204.3,4,Electric,Automatic,3,95709
2007,Maruti,7353,25.5,2174,163.7,386.1,4,Petrol,Manual,3,177207
1996,Maruti,59246,11.62,1266,190.8,208.6,7,Electric,Manual,3,176120
2001,Renault,67544,26.16,1478,168.4,142.2,4,Petrol,Automatic,3,211208
2009,Renault,88597,16.12,2521,176.6,280.3,7,Diesel,Manual,1,204208
2019,Hyundai,41149,17.43,2913,136.3,392.7,5,CNG,Manual,3,201478
2005,Renault,10414,23.88,2544,127.9,154.9,5,Diesel,Manual,3,199464
1996,Hyundai,14693,14.59,2391,69.7,81.4,7,CNG,Automatic,2,58733
2001,Mahindra,80884,26.84,1754,75.8,269.8,7,Electric,Automatic,3,132099
1998,Maruti,32105,28.6,1943,145.9,150.5,5,Petrol,Automatic,3,208291
2005,Kia,7891,29.76,1839,133.9,285.5,7,CNG,Manual,3,119900
2023,Toyota,74473,23.86,1969,172.8,105.5,5,Petrol,Automatic,2,200811
1996,Volkswagen,190468,21.22,1370,145.5,82.8,4,Electric,Manual,2,150375
2023,Hyundai,100162,27.82,1926,147.7,139.8,6,Electric,Manual,3,172135
2010,Maruti,103887,15.67,1062,54.6,341.1,5,Electric,Automatic,3,84211
2001,Tata,86329,20.66,2843,154.2,66.9,7,Electric,Manual,2,214337
2007,Renault,56225,14.34,2291,199.5,232.6,6,CNG,Manual,1,225747
1999,Toyota,12188,16.52,2057,90.3,375.0,5,Electric,Manual,3,112375
2011,Maruti,33688,24.05,997,108.2,106.6,7,Diesel,Manual,1,137325
2015,Maruti,159381,11.95,2559,123.4,278.8,4,Petrol,Manual,1,158564
2006,Tata,37167,19.72,958,113.4,109.8,4,Petrol,Manual,1,150127
2022,Hyundai,177739,26.83,2808,58.9,372.1,6,CNG,Manual,3,48766
2013,Mahindra,83223,19.92,1994,131.9,272.2,6,Petrol,Automatic,3,177553
2001,Hyundai,84848,14.82,1316,121.3,320.1,5,CNG,Manual,3,100158
2000,Kia,167289,17.11,1293,133.4,255.7,5,Electric,Automatic,3,143648
2002,Hyundai,153881,21.58,1427,125.3,294.1,7,CNG,Automatic,1,113605
2007,Mahindra,166717,22.45,1528,59.6,399.0,5,Petrol,Manual,1,104056
1999,Toyota,4274,10.16,2201,100.5,307.8,5,Electric,Manual,1,98694
1996,Maruti,69762,13.58,2277,169.9,201.3,5,CNG,Automatic,3,172189
2003,Volkswagen,107911,23.83,1004,195.8,205.1,5,Diesel,Automatic,2,256860
2005,Kia,147753,11.66,2691,198.7,366.4,7,Diesel,Manual,3,274141
2018,Honda,171561,27.02,1154,161.3,305.8,5,Diesel,Automatic,2,233260
2000,Volkswagen,12605,16.11,1382,106.1,261.6,4,Electric,Automatic,1,74259
2023,Renault,130175,25.75,1088,45.1,214.6,7,Petrol,Manual,1,57574
2020,Toyota,54082,26.83,2942,119.9,131.5,4,Electric,Manual,2,172500
2001,Kia,167602,28.77,2623,83.1,335.6,6,Petrol,Automatic,2,116859
2019,Mahindra,123764,24.18,2434,89.9,364.0,4,CNG,Automatic,1,124108
2001,Hyundai,113505,27.24,1449,122.0,240.3,7,CNG,Manual,2,139037
2013,Renault,89206,15.46,1093,76.1,267.9,6,Electric,Automatic,2,79523
2000,Toyota,42967,10.31,1749,120.3,287.1,7,Petrol,Automatic,2,98489
2005,Hyundai,146775,23.59,1955,184.7,247.8,7,Diesel,Automatic,3,265933
2023,Tata,161176,15.12,1336,87.3,289.4,4,Diesel,Automatic,3,80196
2005,Maruti,116344,24.99,820,110.7,132.2,7,CNG,Manual,2,153116
2001,Renault,53518,17.5,1219,84.5,331.5,5,Petrol,Automatic,3,135319
1996,Kia,79536,25.36,2387,144.2,309.9,7,CNG,Automatic,2,180599
2013,Ford,137278,25.24,2995,172.0,216.5,4,Electric,Manual,3,192462
1998,Kia,7147,18.83,1501,193.8,210.2,7,CNG,Automatic,1,235252
2020,Hyundai,38304,27.19,1914,141.4,165.4,4,Petrol,Manual,1,158471
2000,Maruti,6290,19.38,2919,94.2,248.2,4,Electric,Manual,2,138357
2011,Ford,116579,29.18,883,80.2,384.0,6,Diesel,Manual,2,68960
2019,Toyota,111494,10.8,2194,48.4,161.8,7,Electric,Manual,2,53110
1999,Volkswagen,168173,20.84,2547,95.8,340.3,7,Electric,Manual,3,72747
2023,Renault,90049,10.37,1968,168.3,207.8,7,Diesel,Automatic,1,259223
2022,Honda,91042,16.31,2037,167.6,205.0,6,Petrol,Automatic,1,239395
2001,Ford,62248,19.24,1400,175.6,188.9,5,Diesel,Automatic,2,205472
2003,Ford,166205,13.42,2656,104.3,384.3,4,CNG,Automatic,2,149503
2019,Volkswagen,67589,26.28,2821,142.0,223.5,4,CNG,Manual,3,150304
1995,Kia,163617,18.39,825,65.1,251.6,6,Diesel,Automatic,1,35755
1995,Toyota,13373,12.89,1123,138.7,254.3,7,Petrol,Automatic,2,135923
2013,Volkswagen,190124,15.84,1560,143.2,207.9,7,CNG,Manual,3,199378
2000,Maruti,42261,12.68,2383,137.3,153.0,6,CNG,Manual,1,193693
2012,Ford,155569,20.87,2204,93.6,339.7,5,Diesel,Automatic,3,87908
2004,Volkswagen,127336,19.35,2688,142.8,224.3,4,CNG,Automatic,2,123318
2022,Tata,53468,14.22,1576,40.2,261.9,6,Diesel,Manual,2,30000
2005,Maruti,59763,29.43,1224,109.0,220.6,7,Petrol,Manual,3,174572
1995,Kia,72536,23.19,1476,114.4,270.2,4,Electric,Automatic,2,170660
1995,Volkswagen,197162,16.4,2210,51.5,378.9,7,CNG,Manual,1,30000
2007,Renault,162916,17.36,1624,50.1,338.3,7,Diesel,Automatic,1,61753
1999,Volkswagen,39921,28.85,904,174.1,194.9,6,Diesel,Manual,3,232503
2014,Toyota,74216,21.56,2837,147.8,358.2,5,Electric,Manual,2,212741
1995,Mahindra,136916,12.24,1216,141.6,120.1,7,Diesel,Manual,1,207315
2014,Renault,133467,26.13,2906,100.5,335.2,6,Diesel,Manual,2,82699
1997,Hyundai,156230,27.57,2352,57.3,363.7,7,Diesel,Manual,1,46001
2012,Tata,54430,23.01,2961,102.5,341.1,7,Petrol,Automatic,1,109043
2003,Volkswagen,124568,10.95,953,170.0,261.1,5,CNG,Automatic,3,209864
2008,Hyundai,102558,15.91,844,54.0,171.6,7,Diesel,Manual,1,101642
2021,Renault,172221,24.65,1977,180.7,226.7,6,Electric,Automatic,3,204088
2011,Mahindra,125739,15.06,1858,150.4,139.9,5,Electric,Automatic,2,139411
2017,Volkswagen,85937,18.78,2057,83.0,251.3,7,Petrol,Automatic,3,95231
2008,Honda,88620,15.66,2649,163.6,241.1,4,CNG,Manual,1,180650
2023,Hyundai,174548,12.04,1423,151.5,204.8,7,Electric,Automatic,2,142927
1998,Toyota,75833,19.07,1352,190.1,245.9,5,Petrol,Automatic,2,196889
1999,Renault,83232,22.55,2547,94.7,104.7,4,Diesel,Automatic,2,85616
2020,Maruti,43799,15.79,1168,89.1,250.0,6,Petrol,Manual,2,120278
2015,Volkswagen,79641,14.53,2467,73.6,342.8,7,Diesel,Manual,3,131735
2011,Honda,53164,12.49,872,174.4,170.8,6,Electric,Manual,3,156345
2016,Maruti,102047,23.63,815,167.0,157.5,6,Diesel,Automatic,2,190581
2023,Hyundai,149077,14.55,1175,52.8,252.6,5,CNG,Manual,2,69034
2019,Volkswagen,184258,18.62,2475,199.7,321.8,7,CNG,Manual,3,257072
1996,Ford,63680,13.37,1755,82.4,121.2,7,Petrol,Manual,2,111764
2017,Maruti,136283,22.32,1819,171.5,146.6,7,Diesel,Automatic,3,220970
2016,Kia,47489,22.49,2285,142.8,302.0,7,Electric,Automatic,2,155367
1999,Renault,151806,27.13,2739,181.3,201.1,7,Petrol,Automatic,2,171743
1998,Maruti,42046,29.71,2097,131.5,67.3,5,Diesel,Automatic,3,123835
1998,Volkswagen,198856,28.03,2626,167.5,274.6,6,CNG,Automatic,2,211776
2000,Maruti,127266,26.46,1518,132.3,77.2,6,Diesel,Manual,3,163033
2014,Hyundai,184285,27.67,1288,160.6,116.8,5,Electric,Automatic,1,208449
2015,Hyundai,143609,11.08,2479,151.0,193.0,5,CNG,Automatic,1,189641
2007,Tata,199982,25.23,1385,47.7,398.1,5,Electric,Manual,1,70987
2016,Maruti,64711,17.39,1163,103.1,245.8,6,Electric,Automatic,2,88293
1999,Toyota,96208,13.77,2533,59.6,345.5,5,Petrol,Manual,1,47529
2017,Ford,146094,18.65,897,158.7,213.8,4,CNG,Automatic,2,190239
2019,Kia,62307,12.31,2925,131.4,380.6,4,Petrol,Automatic,1,132304
2020,Volkswagen,9327,15.36,1714,163.7,99.4,5,Diesel,Manual,1,202480
2017,Honda,72281,18.26,2330,112.6,124.2,6,Diesel,Manual,2,130623
2001,Toyota,162209,21.75,882,190.9,271.7,5,Electric,Automatic,2,216764
2014,Mahindra,181585,28.69,993,108.9,201.6,7,CNG,Automatic,3,85749
1995,Mahindra,119032,11.48,886,122.3,179.5,7,Petrol,Manual,1,152857
2008,Hyundai,35610,22.42,2674,110.4,398.8,7,CNG,Automatic,1,147201
2018,Mahindra,45448,11.53,1396,124.3,164.3,5,Electric,Automatic,3,152775
1998,Volkswagen,66309,21.87,2022,127.6,177.6,6,CNG,Manual,1,145032
2011,Maruti,38441,22.07,1301,51.6,77.4,5,Electric,Automatic,2,89451
2015,Ford,98965,17.8,2158,153.9,317.8,4,Electric,Manual,2,176375
2008,Mahindra,61387,11.04,1500,130.1,114.6,7,Electric,Automatic,2,175178
2010,Tata,86023,26.42,1476,191.1,238.5,5,Electric,Manual,1,264107
2008,Kia,90072,16.74,2087,113.8,173.0,5,Electric,Automatic,3,142847
2010,Honda,122240,11.2,1441,49.4,251.7,6,Electric,Automatic,1,75840
2018,Maruti,48856,11.06,1839,182.4,238.0,5,Electric,Automatic,3,222020
2014,Renault,33903,11.75,2366,155.8,342.9,7,Electric,Manual,3,194592
2023,Hyundai,198694,27.32,1822,94.8,246.2,7,CNG,Manual,1,106767
2022,Hyundai,123396,19.48,1594,49.8,395.0,7,Electric,Automatic,1,71645
2002,Volkswagen,66744,27.46,2097,106.9,216.7,6,Petrol,Manual,1,90843
2018,Toyota,11279,24.98,2090,159.5,388.1,6,Electric,Manual,2,202767
1997,Mahindra,181737,10.28,2749,188.7,220.7,5,Diesel,Manual,1,239368
2019,Maruti,92903,16.1,1312,138.4,344.8,7,Electric,Manual,3,120017
2013,Honda,92952,20.45,2059,128.8,87.7,7,Diesel,Automatic,3,176426
1995,Renault,184270,10.6,1429,103.4,257.9,4,Electric,Manual,3,98208
1996,Tata,79576,29.17,2847,116.0,235.3,4,Diesel,Manual,1,171407
2009,Honda,93702,28.19,2680,136.2,364.3,7,Petrol,Manual,2,170515
2016,Ford,60971,14.72,2876,146.5,96.3,5,Diesel,Automatic,3,198466
2022,Tata,52545,17.32,2178,142.1,343.3,4,Diesel,Manual,2,169913
2004,Mahindra,59760,24.54,2100,186.7,399.0,6,CNG,Manual,3,242708
2012,Renault,177178,10.34,2406,88.1,324.3,7,Electric,Automatic,3,141439
2016,Renault,33453,14.5,2915,164.8,166.7,7,Petrol,Manual,2,214160
2008,Honda,8370,20.26,2656,53.4,174.8,4,Electric,Manual,3,109709
2011,Renault,108854,17.26,866,55.3,256.3,6,Electric,Manual,3,62642
2021,Volkswagen,66144,12.21,2404,42.9,123.8,4,Electric,Automatic,2,96731
2007,Kia,180667,21.1,1841,45.1,86.8,6,Diesel,Automatic,2,30000
1995,Volkswagen,108243,26.45,2839,84.9,61.7,5,Electric,Manual,1,129412
1999,Honda,145379,14.62,1217,196.8,374.4,6,Electric,Manual,3,204865
2020,Renault,112508,14.45,2010,82.2,328.7,4,Petrol,Automatic,2,89165
2007,Renault,63059,11.41,1681,170.3,335.8,4,Diesel,Automatic,1,224844
2021,Ford,137794,21.09,1101,113.2,153.4,6,Electric,Manual,3,128762
2019,Renault,19461,18.09,1862,145.1,275.3,5,Diesel,Automatic,2,179408
2008,Maruti,54958,22.64,2009,141.7,317.8,7,Electric,Automatic,1,220724
2018,Honda,54476,10.69,923,79.8,233.1,7,Diesel,Automatic,1,139116
1997,Tata,105078,22.8,1660,138.4,341.4,5,Electric,Automatic,1,208287
2009,Ford,151095,28.64,2805,182.4,148.8,6,CNG,Manual,1,212172
2013,Ford,94306,26.44,1752,67.2,278.4,5,Electric,Manual,3,108785
2011,Tata,102818,16.91,2370,86.7,307.5,5,Diesel,Manual,1,88263
1997,Toyota,65595,12.21,1065,117.2,191.6,4,CNG,Automatic,3,162219
2010,Mahindra,65112,20.77,864,150.8,118.8,4,Electric,Manual,3,167727
2008,Kia,42829,15.68,1237,92.1,300.8,5,Petrol,Automatic,1,140684
2006,Maruti,32059,10.22,1108,89.6,269.4,5,Electric,Automatic,3,128759
2022,Hyundai,136125,18.17,2591,165.6,285.4,5,Electric,Manual,2,207378
2006,Mahindra,132909,20.8,2119,176.6,161.6,4,Diesel,Manual,3,191029
2023,Mahindra,137691,25.51,1458,95.9,81.1,5,Diesel,Automatic,2,94786
2005,Ford,190075,29.59,2148,75.6,226.3,5,Diesel,Automatic,3,100504
2011,Renault,69804,27.33,1013,170.7,117.7,5,CNG,Manual,3,204875
2002,Volkswagen,135346,20.83,838,147.6,94.1,7,Diesel,Manual,2,217234
2011,Tata,43113,26.13,1124,105.3,135.1,4,Electric,Manual,3,98622
2015,Tata,148101,26.58,2667,186.7,208.3,6,Diesel,Manual,1,223593
2019,Mahindra,142959,29.33,1373,188.6,200.0,4,Petrol,Automatic,1,180745
2017,Mahindra,81679,14.94,1146,158.3,348.6,7,Petrol,Manual,1,182745
2014,Renault,113505,15.04,1628,189.7,112.6,4,Petrol,Manual,3,181706
2005,Mahindra,60015,14.37,1536,96.6,95.2,5,Electric,Manual,3,74375
2019,Tata,49784,28.02,2728,171.2,337.8,7,Diesel,Manual,1,195417
2019,Honda,96974,23.68,2738,129.1,173.5,6,Diesel,Automatic,2,179276
1996,Mahindra,194565,12.8,1369,63.0,386.0,7,CNG,Automatic,2,51813
2004,Kia,187752,29.23,1011,113.4,270.1,4,Petrol,Manual,3,167347
2004,Honda,148519,22.11,1832,43.2,325.2,5,Electric,Manual,3,31131
2005,Renault,172471,10.04,1213,164.8,372.8,7,Diesel,Manual,3,188550
2022,Ford,134155,18.73,2766,137.9,277.4,5,Electric,Automatic,3,153015
2000,Toyota,146398,25.46,2179,51.3,313.8,5,Electric,Manual,1,46650
1998,Mahindra,36504,16.21,2143,122.5,68.8,4,Petrol,Manual,2,120042
2018,Renault,175160,23.42,863,63.8,283.2,7,Diesel,Manual,2,100304
2006,Volkswagen,152244,24.36,985,118.2,181.5,7,CNG,Manual,3,100452
2005,Ford,198226,26.57,2552,196.1,192.7,4,Petrol,Automatic,1,264174
2017,Volkswagen,128727,21.61,1774,110.2,139.0,7,Diesel,Manual,2,167599
2017,Volkswagen,107115,13.83,2217,69.3,72.1,7,Diesel,Automatic,1,91584
2021,Hyundai,54626,26.84,1294,49.6,359.2,4,Electric,Automatic,2,82385
2020,Renault,190004,13.67,1144,47.1,375.3,5,Electric,Automatic,3,83858
2019,Renault,82341,19.17,1194,61.6,212.0,6,Diesel,Automatic,2,65178
2007,Kia,19056,11.8,2632,53.1,242.5,7,Petrol,Automatic,2,95671
1999,Hyundai,98049,13.18,829,41.0,191.7,7,CNG,Automatic,1,30000
2000,Toyota,55436,13.84,1390,93.1,121.5,5,CNG,Automatic,1,131205
1995,Hyundai,181330,24.39,2553,89.5,229.6,6,CNG,Manual,1,141841
2000,Toyota,112045,14.4,900,176.0,111.7,4,Electric,Manual,1,225956
2012,Honda,178418,20.24,2384,57.5,270.2,5,Electric,Automatic,1,32425
2016,Ford,115653,23.55,2850,155.6,281.5,6,Diesel,Automatic,3,174593
2003,Mahindra,60002,21.0,1427,174.7,156.6,7,Electric,Automatic,2,242297
2018,Ford,125498,23.21,2895,67.3,279.3,5,CNG,Manual,2,53690
2019,Hyundai,159894,27.99,2325,56.7,354.2,4,CNG,Manual,1,106698
2023,Toyota,147237,29.32,1146,64.4,324.5,4,Petrol,Automatic,3,92788
2009,Tata,59918,23.68,1303,43.5,155.0,4,Petrol,Manual,2,99391
2020,Mahindra,126317,13.74,1987,75.7,151.0,4,Petrol,Manual,3,81388
2002,Hyundai,161746,29.58,2336,110.8,385.4,4,Diesel,Manual,2,168480
2013,Ford,76171,11.4,1787,40.2,215.5,5,Electric,Manual,3,30000
2018,Hyundai,113237,28.55,1427,156.7,222.6,6,Petrol,Automatic,2,157114
2010,Kia,65846,19.03,2920,41.1,164.8,7,Electric,Automatic,3,30215
2000,Ford,3851,26.85,1964,153.1,157.1,4,Electric,Automatic,2,183685
2023,Honda,153903,16.8,1669,102.5,238.5,6,Petrol,Automatic,2,159212
2000,Tata,39872,21.23,1222,68.5,252.3,7,Petrol,Manual,1,115904
2016,Mahindra,162111,12.83,1396,164.2,114.3,6,Diesel,Automatic,1,148529
1997,Kia,116870,28.1,1256,160.8,167.3,7,Electric,Automatic,1,170327
2004,Honda,118819,16.0,2580,87.0,121.8,5,Diesel,Automatic,3,117460
1995,Hyundai,23924,15.25,1741,116.0,320.6,6,CNG,Automatic,3,158975
2022,Hyundai,103236,18.91,1635,141.6,325.7,6,Petrol,Manual,1,178936
2008,Toyota,124359,17.31,1311,119.4,251.5,4,Electric,Automatic,2,158362
1998,Maruti,3794,12.76,1074,111.0,389.4,5,Electric,Manual,1,175363
2020,Kia,19980,10.49,1714,89.6,392.9,4,Diesel,Manual,3,84720
2006,Honda,84194,16.42,2326,165.8,184.5,7,Diesel,Manual,1,224362
2000,Mahindra,153209,24.4,1920,68.7,286.5,5,Electric,Manual,2,62413
2005,Hyundai,182209,13.78,1399,143.9,60.2,6,Electric,Automatic,2,118166
2006,Renault,124281,13.45,2156,107.9,326.9,5,Petrol,Manual,1,82416
2004,Honda,124189,20.65,1888,175.3,302.0,6,Electric,Automatic,3,170032
2012,Mahindra,10593,23.43,1320,174.8,133.1,7,Diesel,Manual,1,214311
2001,Ford,174342,29.74,1350,150.4,111.1,4,Electric,Automatic,1,193424
2001,Hyundai,170550,11.67,2978,165.8,260.8,5,Electric,Manual,1,246904
